March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
3577,42,400,0.0162
3578,43,400,0.0162
3579,35,400,0.0167
3580,33,400,0.0157
3581,33,400,0.0162
3582,32,400,0.0162
3583,20,400,0.0162
3584,24,400,0.0162
3585,23,400,0.0157
3586,39,400,0.0139
3587,34,400,0.0127
3588,54,400,0.0123
3589,63,400,0.0119
3590,95,400,0.0127
3591,83,400,0.0127
3592,56,400,0.012
3593,55,400,0.0116
3594,43,400,0.012
3595,38,400,0.0123
3596,39,400,0.0131
3597,43,400,0.0139
3598,44,400,0.0148
3599,39,400,0.0157
3600,46,400,0.0176
3601,52,400,0.0192
3602,39,400,0.0192
3603,47,400,0.0192
3604,63,400,0.0192
3605,51,400,0.0192
3606,56,400,0.0203
3607,49,400,0.0209
3608,44,400,0.0203
3609,47,400,0.0186
3610,55,400,0.0166
3611,46,400,0.0139
3612,45,400,0.0131
3613,56,400,0.0128
3614,55,400,0.0128
3615,62,400,0.0121
3616,73,400,0.0114
3617,66,400,0.0118
3618,60,400,0.0111
3619,59,400,0.0121
3620,77,400,0.0128
3621,63,400,0.0144
3622,66,400,0.0172
3623,69,400,0.0177
3624,62,400,0.0198
3625,70,400,0.0222
3626,66,400,0.0242
3627,60,400,0.0257
3628,57,400,0.0264
3629,57,400,0.0287
3630,43,400,0.0277
3631,48,400,0.0293
3632,50,400,0.0293
3633,51,400,0.0287
3634,55,400,0.0264
3635,55,400,0.0235
3636,50,400,0.0198
3637,46,400,0.0192
3638,36,400,0.0192
3639,54,400,0.0186
3640,56,400,0.017
3641,69,400,0.0176
3642,80,400,0.0166
3643,87,400,0.0137
3644,75,400,0.0125
3645,65,400,0.0129
3646,56,400,0.0142
3647,44,400,0.0139
3648,19,400,0.0139
3649,21,400,0.0153
3650,11,400,0.0148
3651,6,400,0.0144
3652,14,400,0.0148
3653,10,400,0.0148
3654,11,400,0.0153
3655,8,400,0.0153
3656,16,400,0.0143
3657,6,400,0.0139
3658,12,400,0.0139
3659,12,400,0.0116
3660,23,400,0.0106
3661,28,400,0.0091
3662,18,400,0.0085
3663,17,400,0.0075
3664,18,400,0.0075
3665,25,400,0.0082
3666,25,400,0.0099
3667,43,400,0.0106
3668,55,400,0.0106
3669,58,400,0.012
3670,65,400,0.0123
3671,81,400,0.0135
3672,65,400,0.0143
3673,68,400,0.0165
3674,57,400,0.0174
3675,48,400,0.019
3676,40,400,0.0183
3677,40,400,0.019
3678,38,400,0.0196
3679,47,400,0.0191
3680,47,400,0.017
3681,44,400,0.0161
3682,46,400,0.0166
3683,39,400,0.0167
3684,34,400,0.0161
3685,32,400,0.0178
3686,29,400,0.0172
3687,22,400,0.0172
3688,22,400,0.0178
3689,23,400,0.0172
3690,24,400,0.0172
3691,30,400,0.0173
3692,22,400,0.0168
3693,27,400,0.0168
3694,14,400,0.0173
3695,15,400,0.0173
3696,15,400,0.0163
3697,16,400,0.0144
3698,14,400,0.0145
3699,11,400,0.0136
3700,11,400,0.0144
3701,16,400,0.0144
3702,22,400,0.0149
3703,21,400,0.0148
3704,27,400,0.0152
3705,32,400,0.0152
3706,28,400,0.0148
3707,26,400,0.0148
3708,20,400,0.0135
3709,21,400,0.0123
3710,21,400,0.0123
3711,15,400,0.0131
3712,13,400,0.0126
3713,13,400,0.0119
3714,16,400,0.0123
3715,27,400,0.0119
3716,24,400,0.0127
3717,19,400,0.0127
3718,23,400,0.0135
3719,26,400,0.0135
3720,29,400,0.0143
3721,36,400,0.0152
3722,36,400,0.0182
3723,31,400,0.0193
3724,32,400,0.0199
3725,37,400,0.0199
3726,41,400,0.0199
3727,34,400,0.0211
3728,39,400,0.0199
3729,29,400,0.0181
3730,39,400,0.0161
3731,34,400,0.0161
3732,34,400,0.0131
3733,38,400,0.0127
3734,34,400,0.0119
3735,34,400,0.0109
3736,38,400,0.01
3737,35,400,0.0106
3738,35,400,0.0109
3739,48,400,0.0113
3740,54,400,0.0109
3741,54,400,0.0113
3742,50,400,0.0123
3743,52,400,0.0135
3744,54,400,0.0152
3745,42,400,0.0152
3746,35,400,0.0175
3747,37,400,0.0191
3748,31,400,0.0197
3749,36,400,0.0203
3750,31,400,0.0215
3751,28,400,0.0203
3752,24,400,0.0198
3753,17,400,0.0181
3754,24,400,0.0171
3755,21,400,0.0157
3756,19,400,0.0139
3757,22,400,0.0135
3758,16,400,0.012
3759,24,400,0.0107
3760,17,400,0.011
3761,17,400,0.0117
3762,23,400,0.012
3763,22,400,0.012
3764,32,400,0.0128
3765,34,400,0.0132
3766,38,400,0.0144
3767,42,400,0.0157
3768,45,400,0.0172
3769,33,400,0.0177
3770,32,400,0.0198
3771,37,400,0.0204
3772,35,400,0.0221
3773,32,400,0.0247
3774,31,400,0.0241
3775,31,400,0.0228
3776,34,400,0.0215
3777,40,400,0.0204
3778,41,400,0.0181
3779,40,400,0.0171
3780,47,400,0.0157
3781,46,400,0.0148
3782,44,400,0.014
3783,42,400,0.0128
3784,43,400,0.0136
3785,38,400,0.014
3786,40,400,0.0144
3787,31,400,0.0148
3788,33,400,0.0157
3789,32,400,0.0157
3790,31,400,0.0166
3791,36,400,0.0171
3792,34,400,0.0181
3793,34,400,0.0198
3794,32,400,0.021
3795,42,400,0.0216
3796,35,400,0.0228
3797,36,400,0.0248
3798,33,400,0.0241
3799,34,400,0.0234
3800,33,400,0.0235
3801,46,400,0.0229
3802,42,400,0.0204
3803,46,400,0.0198
3804,48,400,0.0187
3805,48,400,0.0182
3806,50,400,0.0182
3807,50,400,0.0172
3808,45,400,0.0161
3809,47,400,0.0143
3810,39,400,0.0152
3811,33,400,0.0188
3812,37,400,0.0193
3813,38,400,0.0193
3814,35,400,0.0193
3815,29,400,0.0193
3816,31,400,0.0205
3817,35,400,0.0205
3818,34,400,0.0217
3819,36,400,0.0229
3820,37,400,0.0229
3821,39,400,0.0236
3822,42,400,0.0211
3823,44,400,0.0244
3824,42,400,0.0223
3825,40,400,0.0193
3826,42,400,0.0188
3827,42,400,0.0167
3828,54,400,0.0167
3829,59,400,0.0167
3830,12,400,0.0167
3831,18,400,0.0161
3832,27,400,0.0167
3833,32,400,0.0157
3834,19,400,0.0161
3835,17,400,0.0157
3836,15,400,0.0172
3837,16,400,0.0162
3838,20,400,0.0167
3839,27,400,0.0161
3840,26,400,0.0161
3841,30,400,0.0187
3842,37,400,0.0187
3843,29,400,0.0182
3844,32,400,0.0182
3845,17,400,0.0182
3846,21,400,0.0193
3847,26,400,0.0199
3848,26,400,0.0182
3849,35,400,0.0176
3850,29,400,0.0162
3851,31,400,0.0157
3852,36,400,0.0139
3853,31,400,0.0135
3854,30,400,0.0136
3855,34,400,0.0121
3856,35,400,0.0124
3857,32,400,0.0128
3858,36,400,0.0128
3859,37,400,0.0132
3860,32,400,0.0135
3861,29,400,0.0144
3862,30,400,0.0157
3863,27,400,0.0172
3864,30,400,0.0182
3865,20,400,0.0198
3866,29,400,0.0222
3867,33,400,0.0235
3868,26,400,0.0241
3869,31,400,0.0248
3870,30,400,0.0241
3871,26,400,0.0241
3872,29,400,0.0241
3873,23,400,0.0235
3874,23,400,0.0216
3875,28,400,0.0192
3876,31,400,0.0157
3877,35,400,0.0149
3878,33,400,0.0149
3879,35,400,0.0153
3880,31,400,0.0153
3881,38,400,0.0163
3882,30,400,0.0172
3883,30,400,0.0177
3884,27,400,0.0177
3885,29,400,0.0182
3886,27,400,0.0193
3887,27,400,0.0187
3888,28,400,0.0198
3889,24,400,0.0222
3890,21,400,0.0262
3891,18,400,0.0277
3892,28,400,0.0277
3893,29,400,0.0286
3894,26,400,0.0302
3895,24,400,0.0295
3896,26,400,0.0287
3897,28,400,0.0272
3898,38,400,0.0249
3899,47,400,0.025
3900,47,400,0.0236
3901,54,400,0.0229
3902,56,400,0.0216
3903,66,400,0.0216
3904,59,400,0.0223
3905,60,400,0.0216
3906,63,400,0.0216
3907,70,400,0.0211
3908,77,400,0.0205
3909,85,400,0.0205
3910,60,400,0.0206
3911,50,400,0.0206
3912,40,400,0.0206
3913,33,400,0.02
3914,38,400,0.0194
3915,32,400,0.0189
3916,29,400,0.0188
3917,16,400,0.0183
3918,18,400,0.0183
3919,19,400,0.0183
3920,10,400,0.0183
3921,16,400,0.0172
3922,19,400,0.0162
3923,17,400,0.0153
3924,14,400,0.0128
3925,16,400,0.0128
3926,10,400,0.0117
3927,14,400,0.0114
3928,13,400,0.0107
3929,14,400,0.0103
3930,11,400,0.0097
3931,14,400,0.0124
3932,17,400,0.0144
3933,25,400,0.0148
3934,15,400,0.0153
3935,13,400,0.0167
3936,25,400,0.0182
3937,10,400,0.0192
3938,20,400,0.0221
3939,15,400,0.0228
3940,24,400,0.0247
3941,17,400,0.0269
3942,33,400,0.0271
3943,33,400,0.0263
3944,28,400,0.0262
3945,25,400,0.0235
3946,41,400,0.0192
3947,39,400,0.0152
3948,44,400,0.0139
3949,43,400,0.0132
3950,41,400,0.0108
3951,47,400,0.0105
3952,34,400,0.0102
3953,39,400,0.0114
3954,26,400,0.0114
3955,26,400,0.0104
3956,27,400,0.0121
3957,26,400,0.0136
3958,26,400,0.0157
3959,22,400,0.0176
3960,19,400,0.0204
3961,20,400,0.0248
3962,26,400,0.0262
3963,34,400,0.0284
3964,36,400,0.0327
3965,32,400,0.0327
3966,38,400,0.0318
3967,48,400,0.0293
3968,40,400,0.0285
3969,40,400,0.0261
3970,46,400,0.0214
3971,41,400,0.0176
3972,44,400,0.0157
3973,46,400,0.0152
3974,46,400,0.014
3975,39,400,0.0153
3976,38,400,0.0144
3977,27,400,0.0157
3978,39,400,0.0157
3979,37,400,0.0162
3980,33,400,0.0173
3981,25,400,0.0198
3982,26,400,0.021
3983,31,400,0.0235
3984,29,400,0.024
3985,32,400,0.0276
3986,33,400,0.0282
3987,32,400,0.0282
3988,37,400,0.0299
3989,41,400,0.0283
3990,42,400,0.0283
3991,57,400,0.0277
3992,57,400,0.0261
3993,63,400,0.024
3994,62,400,0.0208
3995,60,400,0.0192
3996,75,400,0.0186
3997,74,400,0.0166
3998,81,400,0.0152
3999,81,400,0.0143
4000,87,400,0.0139
4001,97,400,0.0157
4002,67,400,0.0162
4003,58,400,0.0167
4004,58,400,0.0157
4005,51,400,0.0157
4006,49,400,0.0172
4007,55,400,0.0171
4008,58,400,0.0182
4009,73,400,0.0188
4010,66,400,0.0205
4011,65,400,0.0216
4012,74,400,0.0216
4013,60,400,0.0223
4014,62,400,0.023
4015,65,400,0.0199
4016,66,400,0.0199
4017,78,400,0.0182
4018,101,400,0.0161
4019,125,400,0.0143
4020,139,400,0.0124
4021,135,400,0.011
4022,101,400,0.0101
4023,80,400,0.0098
4024,104,400,0.0095
4025,122,400,0.01
4026,122,400,0.0097
4027,106,400,0.011
4028,101,400,0.012
4029,94,400,0.014
4030,69,400,0.0157
4031,62,400,0.0181
4032,66,400,0.0209
4033,67,400,0.0241
4034,60,400,0.0254
4035,58,400,0.0276
4036,53,400,0.0284
4037,59,400,0.0276
4038,55,400,0.0285
4039,62,400,0.0271
4040,58,400,0.0255
4041,60,400,0.0221
4042,71,400,0
4043,66,400,0.0166
4044,60,400,0.0153
4045,60,400,0.0128
4046,50,400,0.0128
4047,53,400,0.0111
4048,51,400,0.0129
4049,44,400,0.0121
4050,40,400,0.0128
4051,36,400,0.0128
4052,30,400,0.0132
4053,31,400,0.014
4054,27,400,0.0152
4055,23,400,0.0171
4056,22,400,0.0176
4057,25,400,0.0226
4058,23,400,0.0239
4059,28,400,0.0275
4060,23,400,0.0266
4061,22,400,0.0297
4062,25,400,0.0282
4063,35,400,0.0291
4064,33,400,0.026
4065,28,400,0.0232
4066,30,400,0.0201
4067,23,400,0.0175
4068,25,400,0.0166
4069,32,400,0.0157
4070,37,400,0.0148
4071,30,400,0.0148
4072,29,400,0.0153
4073,21,400,0.0148
4074,22,400,0.0143
4075,23,400,0.0144
4076,15,400,0.0166
4077,20,400,0.0176
4078,17,400,0.0197
4079,17,400,0.0228
4080,12,400,0.0262
4081,15,400,0.0284
4082,13,400,0.03
4083,16,400,0.0318
4084,15,400,0.0318
4085,22,400,0.0337
4086,26,400,0.0328
4087,19,400,0.0338
4088,25,400,0.032
4089,29,400,0.0294
4090,31,400,0.0256
4091,32,400,0.0249
4092,30,400,0.0243
4093,42,400,0.0236
4094,23,400,0.0236
4095,28,400,0.0229
4096,18,400,0.0236
4097,17,400,0.023
4098,23,400,0.0217
4099,20,400,0.0224
4100,13,400,0.0205
4101,17,400,0.0205
4102,15,400,0.0211
4103,27,400,0.0217
4104,28,400,0.0236
4105,31,400,0.0229
4106,25,400,0.0229
4107,15,400,0.0217
4108,10,400,0.0224
4109,13,400,0.023
4110,10,400,0.0211
4111,15,400,0.0205
4112,14,400,0.0199
4113,12,400,0.0182
4114,11,400,0.0182
4115,11,400,0.0172
4116,12,400,0.0158
4117,15,400,0.0154
4118,10,400,0.0133
4119,16,400,0.0141
4120,10,400,0.0137
4121,18,400,0.0137
4122,16,400,0.0141
4123,17,400,0.0137
4124,19,400,0.0158
4125,16,400,0.0163
4126,20,400,0.0172
4127,20,400,0.0192
4128,23,400,0.0197
4129,24,400,0.0233
4130,33,400,0.0269
4131,23,400,0.0292
4132,21,400,0.0325
4133,20,400,0.0328
4134,17,400,0.0354
4135,27,400,0.0365
4136,30,400,0.0345
4137,47,400,0.0335
4138,45,400,0.0319
4139,52,400,0.0302
4140,48,400,0.0286
4141,39,400,0.0287
4142,44,400,0.0271
4143,56,400,0.0271
4144,57,400,0.0271
4145,64,400,0.0256
4146,60,400,0.0229
4147,66,400,0.0198
4148,65,400,0.0193
4149,50,400,0.021
4150,35,400,0.0216
4151,32,400,0.0235
4152,45,400,0.0242
4153,46,400,0.0242
4154,51,400,0.0211
4155,57,400,0.0205
4156,43,400,0.0211
4157,44,400,0.0223
4158,46,400,0.0229
4159,50,400,0.0236
4160,54,400,0.0241
4161,54,400,0.0234
4162,21,400,0.0203
4163,11,400,0.0192
4164,9,400,0.0198
4165,9,400,0.0182
4166,17,400,0.0177
4167,15,400,0.0163
4168,25,400,0.0163
4169,29,400,0.015
4170,28,400,0.015
4171,26,400,0.0158
4172,31,400,0.0167
4173,31,400,0.0172
4174,29,400,0.0204
4175,40,400,0.0215
4176,42,400,0.0239
4177,46,400,0.0239
4178,41,400,0.0269
4179,46,400,0.0276
4180,53,400,0.0291
4181,45,400,0.0307
4182,51,400,0.0289
4183,38,400,0.0296
4184,39,400,0.028
4185,33,400,0.0243
4186,34,400,0.0238
4187,38,400,0.0214
4188,41,400,0.0227
4189,45,400,0.0214
4190,43,400,0.0221
4191,45,400,0.022
4192,48,400,0.0208
4193,55,400,0.0227
4194,64,400,0.0226
4195,59,400,0.0233
4196,60,400,0.024
4197,46,400,0.024
4198,46,400,0.026
4199,49,400,0.0259
4200,46,400,0.0289
4201,52,400,0.0297
4202,58,400,0.0281
4203,56,400,0.0309
4204,61,400,0.031
4205,53,400,0.0278
4206,44,400,0.027
4207,48,400,0.0236
4208,50,400,0.0215
4209,58,400,0.0223
4210,56,400,0.0217
4211,30,400,0.021
4212,39,400,0.0204
4213,32,400,0.0205
4214,24,400,0.0193
4215,24,400,0.0199
4216,25,400,0.0199
4217,20,400,0.0177
4218,31,400,0.0182
4219,22,400,0.0177
4220,27,400,0.0177
4221,20,400,0.0182
4222,19,400,0.0182
4223,19,400,0.0182
4224,29,400,0.0177
4225,32,400,0.0172
4226,36,400,0.0162
4227,28,400,0.0173
4228,26,400,0.0178
4229,32,400,0.0183
4230,37,400,0.0178
4231,38,400,0.0172
4232,36,400,0.0172
4233,27,400,0.0157
4234,36,400,0.0134
4235,33,400,0.0123
4236,38,400,0.012
4237,37,400,0.0119
4238,35,400,0.0116
4239,40,400,0.0116
4240,55,400,0.0115
4241,48,400,0.0112
4242,42,400,0.0105
4243,42,400,0.0119
4244,54,400,0.0115
4245,49,400,0.0122
4246,60,400,0.0139
4247,50,400,0.0156
4248,67,400,0.0176
4249,53,400,0.0198
4250,67,400,0.0216
4251,58,400,0.023
4252,69,400,0.0237
4253,51,400,0.0237
4254,36,400,0.0217
4255,17,400,0.0205
4256,14,400,0.0205
4257,21,400,0.0193
4258,20,400,0.0193
4259,15,400,0.0183
4260,12,400,0.0177
4261,18,400,0.0172
4262,20,400,0.0172
4263,21,400,0.0172
4264,19,400,0.0172
4265,14,400,0.0172
4266,23,400,0.0178
4267,21,400,0.0178
4268,19,400,0.0177
4269,17,400,0.0183
4270,18,400,0.0183
4271,19,400,0.0188
4272,16,400,0.0188
4273,13,400,0.0193
4274,13,400,0.0205
4275,8,400,0.0211
4276,15,400,0.0205
4277,15,400,0.0205
4278,16,400,0.0205
4279,14,400,0.0205
4280,17,400,0.0199
4281,28,400,0.0193
4282,24,400,0.0199
4283,29,400,0.02
4284,30,400,0.0188
4285,38,400,0.0194
4286,36,400,0.0188
4287,48,400,0.0182
4288,40,400,0.0177
4289,38,400,0.0194
4290,35,400,0.0194
4291,38,400,0.0194
4292,40,400,0.0194
4293,44,400,0.02
4294,38,400,0.0206
4295,39,400,0.0194
4296,41,400,0.0194
4297,38,400,0.0199
4298,38,400,0.0211
4299,27,400,0.0224
4300,34,400,0.0237
4301,34,400,0.0244
4302,38,400,0.0229
4303,38,400,0.0223
4304,42,400,0.023
4305,32,400,0.023
4306,37,400,0.0223
4307,35,400,0.0224
4308,63,400,0.0211
4309,70,400,0.0205
4310,62,400,0.0187
4311,63,400,0.0182
4312,51,400,0.0182
4313,61,400,0.0172
4314,44,400,0.0172
4315,63,400,0.0172
4316,67,400,0.0182
4317,50,400,0.0188
4318,37,400,0.0194
4319,37,400,0.0194
4320,35,400,0.0188
4321,37,400,0.0182
4322,38,400,0.0188
4323,48,400,0.0204
4324,38,400,0.0223
4325,17,400,0.0229
4326,15,400,0.0223
4327,17,400,0.0236
4328,12,400,0.0222
4329,9,400,0.0198
4330,11,400,0.0171
4331,14,400,0.0148
4332,18,400,0.0153
4333,10,400,0.0136
4334,14,400,0.0129
4335,16,400,0.0125
4336,15,400,0.0136
4337,21,400,0.0133
4338,25,400,0.0133
4339,27,400,0.0133
4340,29,400,0.0136
4341,35,400,0.0158
4342,25,400,0.0167
4343,25,400,0.0186
4344,21,400,0.0227
4345,21,400,0.0261
4346,21,400,0.0261
4347,18,400,0.0291
4348,19,400,0.0316
4349,19,400,0.0353
4350,17,400,0.0336
4351,18,400,0.0356
4352,21,400,0.0336
4353,17,400,0.0327
4354,15,400,0.0309
4355,26,400,0.0277
4356,23,400,0.0241
4357,30,400,0.0214
4358,34,400,0.0203
4359,38,400,0.0176
4360,39,400,0.0152
4361,36,400,0.0161
4362,40,400,0.0167
4363,42,400,0.0171
4364,39,400,0.0162
4365,35,400,0.0162
4366,25,400,0.0187
4367,29,400,0.0197
4368,32,400,0.0203
4369,26,400,0.0214
4370,33,400,0.0233
4371,24,400,0.0247
4372,20,400,0.0277
4373,17,400,0.0308
4374,18,400,0.0376
4375,25,400,0.0357
4376,23,400,0.0357
4377,36,400,0.0338
4378,40,400,0.0318
4379,35,400,0.0302
4380,31,400,0.0256
4381,26,400,0.0222
4382,22,400,0.0204
4383,24,400,0.0193
4384,22,400,0.0198
4385,26,400,0.021
4386,26,400,0.0229
4387,30,400,0.0243
4388,35,400,0.0218
4389,16,400,0.0211
4390,14,400,0.0218
4391,15,400,0.0211
4392,20,400,0.023
4393,26,400,0.023
4394,23,400,0.0237
4395,30,400,0.0257
4396,13,400,0.0263
4397,7,400,0.0295
4398,7,400,0.0263
4399,6,400,0.028
4400,12,400,0.0236
4401,15,400,0.023
4402,11,400,0.0205
4403,10,400,0.0194
4404,16,400,0.0177
4405,15,400,0.0183
4406,17,400,0.0172
4407,26,400,0.0183
4408,26,400,0.0172
4409,34,400,0.0178
4410,30,400,0.0188
4411,28,400,0.0188
4412,23,400,0.0217
4413,15,400,0.0205
4414,14,400,0.0217
4415,13,400,0.0217
4416,22,400,0.023
4417,17,400,0.0243
4418,28,400,0.0249
4419,22,400,0.027
4420,15,400,0.0286
4421,19,400,0.0287
4422,17,400,0.0304
4423,22,400,0.0295
4424,31,400,0.0287
4425,33,400,0.0255
4426,36,400,0.0249
4427,43,400,0.0235
4428,42,400,0.0199
4429,36,400,0.0172
4430,45,400,0.0153
4431,46,400,0.0158
4432,45,400,0.0154
4433,63,400,0.0154
4434,74,400,0.0154
4435,96,400,0.0163
4436,102,400,0.0167
4437,91,400,0.0176
4438,79,400,0.0198
4439,62,400,0.0204
4440,40,400,0.0209
4441,38,400,0.0221
4442,39,400,0.0245
4443,31,400,0.0273
4444,40,400,0.0287
4445,33,400,0.0296
4446,32,400,0.0303
4447,30,400,0.0321
4448,31,400,0.0296
4449,27,400,0.0258
4450,38,400,0.0225
4451,38,400,0.0202
4452,35,400,0.0176
4453,42,400,0.0171
4454,31,400,0.0161
4455,38,400,0.0157
4456,31,400,0.0162
4457,27,400,0.0186
4458,30,400,0.0248
4459,23,400,0.0241
4460,19,400,0.0235
4461,17,400,0.0227
4462,16,400,0.0234
4463,7,400,0.0247
4464,14,400,0.0275
4465,9,400,0.0298
4466,15,400,0.0334
4467,12,400,0.0332
4468,13,400,0.0313
4469,13,400,0.0312
4470,14,400,0.0322
4471,19,400,0.0283
4472,23,400,0.0228
4473,24,400,0.0222
4474,31,400,0.0204
4475,33,400,0.0172
4476,37,400,0.0167
4477,29,400,0.0158
4478,30,400,0.0149
4479,29,400,0.0144
4480,24,400,0.0141
4481,30,400,0.0158
4482,26,400,0.0172
4483,30,400,0.0171
4484,20,400,0.0181
4485,17,400,0.0187
4486,18,400,0.0204
4487,22,400,0.0216
4488,19,400,0.0255
4489,19,400,0.0284
4490,17,400,0.0291
4491,20,400,0.0307
4492,20,400,0.0317
4493,20,400,0.0317
4494,17,400,0.0334
4495,22,400,0.0325
4496,21,400,0.0283
4497,15,400,0.0267
4498,24,400,0.0246
4499,17,400,0.022
4500,18,400,0.0197
4501,23,400,0.0191
4502,23,400,0.0176
4503,25,400,0.0171
4504,18,400,0.017
4505,22,400,0.0193
4506,9,400,0.0192
4507,15,400,0.0197
4508,16,400,0.0203
4509,12,400,0.0215
4510,10,400,0.0221
4511,11,400,0.0227
4512,10,400,0.0254
4513,8,400,0.0254
4514,6,400,0.0268
4515,10,400,0.0283
4516,12,400,0.0298
4517,10,400,0.0306
4518,9,400,0.0298
4519,12,400,0.0283
4520,7,400,0.026
4521,4,400,0.0254
4522,12,400,0.022
4523,12,400,0.0191
4524,16,400,0.0165
4525,18,400,0.0165
4526,15,400,0.0161
4527,16,400,0.0152
4528,10,400,0.0161
4529,11,400,0.0161
4530,16,400,0.0176
4531,22,400,0.0181
4532,16,400,0.0186
4533,10,400,0.0192
4534,8,400,0.0209
4535,8,400,0.0215
4536,15,400,0.0233
4537,11,400,0.0253
4538,6,400,0.0275
4539,8,400,0.029
4540,15,400,0.029
4541,8,400,0.0335
4542,9,400,0.0291
4543,8,400,0.0283
4544,11,400,0.0277
4545,13,400,0.0247
4546,12,400,0.0233
4547,15,400,0.022
4548,11,400,0.0242
4549,10,400,0.0235
4550,9,400,0.0203
4551,11,400,0.0203
4552,11,400,0.0209
4553,12,400,0.0186
4554,15,400,0.0192
4555,10,400,0.0181
4556,7,400,0.0192
4557,14,400,0.0203
4558,5,400,0.0203
4559,4,400,0.0209
4560,4,400,0.0228
4561,2,400,0.0234
4562,4,400,0.0222
4563,3,400,0.0235
4564,5,400,0.0263
4565,9,400,0.0271
4566,6,400,0.0264
4567,2,400,0.0278
4568,12,400,0.0271
4569,9,400,0.0263
4570,7,400,0.0249
4571,9,400,0.0216
4572,11,400,0.0209
4573,17,400,0.0203
4574,8,400,0.0187
4575,21,400,0.0187
4576,23,400,0.0204
4577,27,400,0.0216
4578,14,400,0.0223
4579,13,400,0.0217
4580,13,400,0.0223
4581,8,400,0.023
4582,15,400,0.023
4583,6,400,0.0236
4584,10,400,0.0257
4585,17,400,0.0278
4586,14,400,0.0278
4587,15,400,0.0286
4588,9,400,0.0302
4589,19,400,0.0303
4590,26,400,0.0278
4591,13,400,0.0271
4592,26,400,0.0257
4593,32,400,0.0257
4594,23,400,0.025
4595,11,400,0.0243
4596,9,400,0.0243
4597,13,400,0.0236
4598,18,400,0.0229
4599,23,400,0.0216
4600,21,400,0.0229
4601,19,400,0.0229
4602,22,400,0.0229
4603,17,400,0.0223
4604,33,400,0.0229
4605,18,400,0.0229
4606,23,400,0.0236
4607,13,400,0.0243
4608,16,400,0.0243
4609,5,400,0.0243
4610,1,400,0.025
4611,2,400,0.0257
4612,8,400,0.0271
4613,15,400,0.0271
4614,15,400,0.0264
4615,15,400,0.0257
4616,15,400,0.0257
4617,15,400,0.0249
4618,21,400,0.0235
4619,23,400,0.0222
4620,25,400,0.021
4621,34,400,0.0193
4622,20,400,0.0193
4623,24,400,0.0177
4624,32,400,0.0158
4625,39,400,0.0158
4626,32,400,0.0158
4627,30,400,0.0153
4628,31,400,0.0162
4629,28,400,0.0177
4630,20,400,0.021
4631,20,400,0.0215
4632,17,400,0.0228
4633,20,400,0.0255
4634,21,400,0.0269
4635,21,400,0.0276
4636,17,400,0.0301
4637,21,400,0.0318
4638,21,400,0.0354
4639,32,400,0.0344
4640,44,400,0.0334
4641,52,400,0.0325
4642,54,400,0.0268
4643,61,400,0.024
4644,60,400,0.0215
4645,52,400,0.0187
4646,59,400,0.0187
4647,53,400,0.0153
4648,61,400,0.0152
4649,47,400,0.0177
4650,111,400,0.0181
4651,85,400,0.0171
4652,69,400,0.0192
4653,63,400,0.0256
4654,60,400,0.0256
4655,49,400,0.0279
4656,44,400,0.0319
4657,32,400,0.0327
4658,31,400,0.0343
4659,39,400,0.0362
4660,37,400,0.0361
4661,30,400,0.0383
4662,39,400,0.0374
4663,33,400,0.0364
4664,34,400,0.0344
4665,40,400,0.0334
4666,48,400,0.0276
4667,53,400,0.0204
4668,57,400,0.0244
4669,61,400,0.0272
4670,78,400,0.0264
4671,83,400,0.0264
4672,96,400,0.0271
4673,77,400,0.0271
4674,69,400,0.0257
4675,34,400,0.0228
4676,57,400,0.0249
4677,68,400,0.0257
4678,80,400,0.0264
4679,70,400,0.0263
4680,61,400,0.0278
4681,49,400,0.0285
4682,51,400,0.0242
4683,45,400,0.023
4684,38,400,0.0236
4685,47,400,0.0243
4686,49,400,0.025
4687,43,400,0.0257
4688,46,400,0.0264
4689,58,400,0.0271
4690,45,400,0.0242
4691,15,400,0.021
4692,23,400,0.0182
4693,24,400,0.0177
4694,40,400,0.0158
4695,27,400,0.0154
4696,30,400,0.0153
4697,36,400,0.0188
4698,33,400,0.0154
4699,38,400,0.0183
4700,42,400,0.0211
4701,32,400,0.0204
4702,29,400,0.0216
4703,33,400,0.0229
4704,40,400,0.0263
4705,37,400,0.0293
4706,44,400,0.0325
4707,26,400,0.0343
4708,42,400,0.0349
4709,47,400,0.0349
4710,50,400,0.035
4711,66,400,0.0327
4712,57,400,0.0395
4713,65,400,0.0337
4714,48,400,0.0301
4715,58,400,0.0283
4716,58,400,0.0253
4717,49,400,0.0232
4718,30,400,0.0213
4719,54,400,0.019
4720,43,400,0.0195
4721,43,400,0.019
4722,46,400,0.0185
4723,47,400,0.017
4724,39,400,0.0161
4725,52,400,0.0161
4726,51,400,0.0162
4727,44,400,0.0162
4728,38,400,0.0161
4729,30,400,0.0171
4730,19,400,0.0192
4731,25,400,0.0197
4732,32,400,0.0215
4733,48,400,0.0248
4734,45,400,0.0234
4735,71,400,0.0234
4736,66,400,0.0221
4737,46,400,0.0202
4738,55,400,0.0202
4739,41,400,0.0192
4740,51,400,0.0161
4741,44,400,0.0171
4742,56,400,0.0171
4743,61,400,0.0161
4744,60,400,0.0144
4745,76,400,0.0148
