March 1 2017 Xuhui Air Quality Data,,,
Hour,PM2.5 (ug/m3),CO2 (ppm),AHR
1234,40,400,0.0077
1235,45,400,0.0082
1236,52,400,0.0079
1237,52,400,0.0075
1238,62,400,0.0077
1239,55,400,0.0077
1240,46,400,0.0075
1241,51,400,0.0072
1242,58,400,0.0075
1243,55,400,0.0075
1244,55,400,0.0068
1245,54,400,0.0068
1246,50,400,0.0063
1247,48,400,0.0059
1248,52,400,0.0063
1249,55,400,0.0063
1250,58,400,0.0068
1251,56,400,0.0072
1252,55,400,0.007
1253,48,400,0.007
1254,49,400,0.0072
1255,47,400,0.0072
1256,48,400,0.007
1257,42,400,0.007
1258,36,400,0.0065
1259,43,400,0.0063
1260,45,400,0.0063
1261,36,400,0.0059
1262,34,400,0.0055
1263,30,400,0.0051
1264,27,400,0.0048
1265,27,400,0.0046
1266,34,400,0.0045
1267,31,400,0.0046
1268,38,400,0.005
1269,30,400,0.0049
1270,35,400,0.0051
1271,31,400,0.0055
1272,28,400,0.0053
1273,35,400,0.0055
1274,40,400,0.0053
1275,38,400,0.0056
1276,35,400,0.0062
1277,30,400,0.0062
1278,46,400,0.0066
1279,35,400,0.0068
1280,36,400,0.0066
1281,35,400,0.0062
1282,36,400,0.005
1283,31,400,0.0044
1284,23,400,0.0039
1285,25,400,0.0034
1286,25,400,0.0031
1287,48,400,0.003
1288,54,400,0.0029
1289,54,400,0.003
1290,70,400,0.0029
1291,98,400,0.003
1292,122,400,0.0034
1293,142,400,0.0033
1294,143,400,0.003
1295,111,400,0.0033
1296,73,400,0.0035
1297,34,400,0.004
1298,30,400,0.0045
1299,29,400,0.0055
1300,27,400,0.0055
1301,25,400,0.0057
1302,31,400,0.0064
1303,31,400,0.0066
1304,32,400,0.0064
1305,32,400,0.0056
1306,37,400,0.0045
1307,35,400,0.004
1308,44,400,0.0032
1309,47,400,0.0028
1310,49,400,0.0026
1311,49,400,0.0024
1312,48,400,0.0028
1313,49,400,0.0028
1314,43,400,0.0028
1315,34,400,0.003
1316,37,400,0.0031
1317,27,400,0.0029
1318,24,400,0.0032
1319,27,400,0.0036
1320,25,400,0.0043
1321,24,400,0.0046
1322,27,400,0.0052
1323,27,400,0.0066
1324,26,400,0.007
1325,26,400,0.0075
1326,24,400,0.0075
1327,31,400,0.0081
1328,34,400,0.0076
1329,35,400,0.0067
1330,42,400,0.0055
1331,56,400,0.0045
1332,63,400,0.0042
1333,62,400,0.0034
1334,54,400,0.0032
1335,53,400,0.003
1336,48,400,0.0029
1337,53,400,0.0033
1338,65,400,0.0038
1339,80,400,0.0041
1340,60,400,0.0042
1341,68,400,0.0044
1342,65,400,0.0047
1343,60,400,0.0053
1344,61,400,0.0061
1345,61,400,0.0074
1346,67,400,0.0084
1347,74,400,0.0098
1348,76,400,0.0107
1349,74,400,0.0118
1350,74,400,0.0126
1351,73,400,0.0119
1352,74,400,0.0112
1353,72,400,0.0099
1354,75,400,0.0077
1355,65,400,0.0059
1356,74,400,0.0047
1357,66,400,0.0038
1358,65,400,0.0035
1359,74,400,0.003
1360,88,400,0.0027
1361,84,400,0.0025
1362,77,400,0.0022
1363,70,400,0.0029
1364,62,400,0.0029
1365,58,400,0.0031
1366,59,400,0.0038
1367,61,400,0.0043
1368,55,400,0.0058
1369,58,400,0.0075
1370,63,400,0.0091
1371,55,400,0.0099
1372,58,400,0.0109
1373,58,400,0.0112
1374,61,400,0.012
1375,69,400,0.0127
1376,70,400,0.0128
1377,66,400,0.0113
1378,67,400,0.0077
1379,57,400,0.0058
1380,52,400,0.0048
1381,54,400,0.004
1382,51,400,0.0034
1383,50,400,0.0035
1384,47,400,0.0035
1385,62,400,0.0046
1386,63,400,0.0055
1387,59,400,0.0063
1388,45,400,0.0065
1389,38,400,0.0059
1390,34,400,0.0062
1391,31,400,0.0067
1392,35,400,0.008
1393,36,400,0.0096
1394,34,400,0.0105
1395,31,400,0.011
1396,29,400,0.012
1397,36,400,0.0124
1398,36,400,0.0133
1399,50,400,0.0119
1400,49,400,0.0093
1401,57,400,0.0067
1402,54,400,0.0053
1403,43,400,0.004
1404,40,400,0.0032
1405,47,400,0.0028
1406,44,400,0.0025
1407,102,400,0.0022
1408,175,400,0.0023
1409,99,400,0.0025
1410,99,400,0.0023
1411,99,400,0.0024
1412,109,400,0.003
1413,111,400,0.0037
1414,115,400,0.0035
1415,104,400,0.0035
1416,79,400,0.0036
1417,77,400,0.004
1418,80,400,0.0045
1419,56,400,0.0052
1420,60,400,0.0064
1421,52,400,0.0062
1422,41,400,0.0064
1423,47,400,0.0062
1424,48,400,0.0067
1425,48,400,0.0057
1426,43,400,0.0047
1427,52,400,0.0034
1428,58,400,0.0028
1429,64,400,0.0024
1430,64,400,0.0023
1431,66,400,0.002
1432,68,400,0.002
1433,91,400,0.0022
1434,56,400,0.0023
1435,45,400,0.0026
1436,27,400,0.0024
1437,15,400,0.0026
1438,18,400,0.0029
1439,18,400,0.0038
1440,21,400,0.0043
1441,22,400,0.0053
1442,19,400,0.006
1443,13,400,0.0071
1444,21,400,0.0074
1445,25,400,0.0084
1446,24,400,0.0086
1447,26,400,0.009
1448,25,400,0.0087
1449,24,400,0.0076
1450,28,400,0.0067
1451,46,400,0.0057
1452,54,400,0.0048
1453,59,400,0.0041
1454,58,400,0.0038
1455,54,400,0.0034
1456,45,400,0.0032
1457,68,400,0.0031
1458,78,400,0.0033
1459,66,400,0.0036
1460,48,400,0.0038
1461,43,400,0.0042
1462,40,400,0.0047
1463,41,400,0.0052
1464,38,400,0.0063
1465,45,400,0.0074
1466,68,400,0.0084
1467,64,400,0.0095
1468,62,400,0.0098
1469,66,400,0.0111
1470,55,400,0.0122
1471,56,400,0.0122
1472,72,400,0.0118
1473,62,400,0.0104
1474,65,400,0.0092
1475,68,400,0.0071
1476,71,400,0.0055
1477,77,400,0.0052
1478,83,400,0.0045
1479,85,400,0.0042
1480,82,400,0.0038
1481,75,400,0.0036
1482,82,400,0.0037
1483,80,400,0.0042
1484,85,400,0.0044
1485,79,400,0.0049
1486,70,400,0.0056
1487,64,400,0.0064
1488,59,400,0.0077
1489,59,400,0.0093
1490,51,400,0.0111
1491,51,400,0.0125
1492,52,400,0.0132
1493,52,400,0.0145
1494,52,400,0.0158
1495,62,400,0.0163
1496,67,400,0.0163
1497,81,400,0.0145
1498,78,400,0.0117
1499,78,400,0.0095
1500,82,400,0.0076
1501,80,400,0.0065
1502,77,400,0.0061
1503,81,400,0.0052
1504,74,400,0.006
1505,73,400,0.0073
1506,80,400,0.008
1507,94,400,0.0085
1508,73,400,0.009
1509,55,400,0.0096
1510,51,400,0.0099
1511,39,400,0.0106
1512,35,400,0.012
1513,28,400,0.0139
1514,26,400,0.0166
1515,31,400,0.0181
1516,34,400,0.0181
1517,24,400,0.0186
1518,26,400,0.0192
1519,28,400,0.0176
1520,34,400,0.0177
1521,42,400,0.0167
1522,29,400,0.0139
1523,36,400,0.0105
1524,23,400,0.0087
1525,31,400,0.0075
1526,29,400,0.0062
1527,29,400,0.006
1528,25,400,0.0055
1529,25,400,0.0053
1530,30,400,0.0056
1531,30,400,0.0062
1532,27,400,0.0068
1533,26,400,0.0082
1534,27,400,0.0099
1535,25,400,0.0112
1536,23,400,0.013
1537,32,400,0.0156
1538,34,400,0.0176
1539,30,400,0.0191
1540,34,400,0.0195
1541,41,400,0.0209
1542,48,400,0.0228
1543,47,400,0.0215
1544,70,400,0.0209
1545,55,400,0.0198
1546,57,400,0.0175
1547,72,400,0.015
1548,61,400,0.0112
1549,78,400,0.0096
1550,93,400,0.0093
1551,69,400,0.0085
1552,81,400,0.0082
1553,155,400,0.0082
1554,152,400,0.0087
1555,186,400,0.0085
1556,144,400,0.0085
1557,172,400,0.0082
1558,155,400,0.0082
1559,161,400,0.0085
1560,181,400,0.0088
1561,159,400,0.01
1562,124,400,0.01
1563,130,400,0.01
1564,99,400,0.0097
1565,93,400,0.0103
1566,70,400,0.0107
1567,75,400,0.0103
1568,60,400,0.0103
1569,71,400,0.0103
1570,79,400,0.01
1571,88,400,0.0094
1572,90,400,0.0085
1573,85,400,0.007
1574,106,400,0.0064
1575,102,400,0.0062
1576,88,400,0.0058
1577,72,400,0.0056
1578,68,400,0.006
1579,58,400,0.006
1580,57,400,0.0071
1581,58,400,0.0077
1582,58,400,0.0077
1583,69,400,0.0085
1584,66,400,0.0085
1585,76,400,0.0094
1586,82,400,0.0096
1587,93,400,0.0123
1588,89,400,0.0135
1589,85,400,0.0152
1590,87,400,0.0156
1591,89,400,0.0161
1592,84,400,0.0157
1593,95,400,0.0157
1594,98,400,0.0127
1595,96,400,0.0113
1596,72,400,0.0113
1597,76,400,0.0099
1598,79,400,0.0099
1599,94,400,0.01
1600,111,400,0.0106
1601,104,400,0.011
1602,72,400,0.0102
1603,82,400,0.0099
1604,72,400,0.0099
1605,57,400,0.0099
1606,43,400,0.0103
1607,37,400,0.0099
1608,38,400,0.0099
1609,30,400,0.0096
1610,28,400,0.0087
1611,17,400,0.009
1612,13,400,0.0082
1613,14,400,0.0077
1614,14,400,0.0077
1615,15,400,0.0067
1616,13,400,0.0063
1617,15,400,0.0061
1618,16,400,0.0054
1619,16,400,0.0056
1620,23,400,0.0051
1621,22,400,0.0046
1622,34,400,0.0043
1623,22,400,0.0041
1624,20,400,0.0041
1625,8,400,0.0038
1626,17,400,0.0041
1627,8,400,0.004
1628,8,400,0.004
1629,11,400,0.0043
1630,15,400,0.0044
1631,16,400,0.0044
1632,24,400,0.0051
1633,22,400,0.0051
1634,23,400,0.0049
1635,17,400,0.005
1636,17,400,0.0058
1637,19,400,0.0058
1638,18,400,0.0049
1639,19,400,0.0047
1640,26,400,0.0061
1641,21,400,0.0053
1642,22,400,0.0046
1643,32,400,0.0041
1644,23,400,0.0033
1645,21,400,0.0032
1646,23,400,0.0029
1647,22,400,0.0029
1648,25,400,0.003
1649,24,400,0.0028
1650,25,400,0.0028
1651,29,400,0.0028
1652,23,400,0.0033
1653,24,400,0.0032
1654,20,400,0.0029
1655,23,400,0.0033
1656,19,400,0.0038
1657,19,400,0.0042
1658,17,400,0.0044
1659,21,400,0.0042
1660,20,400,0.0048
1661,22,400,0.0058
1662,26,400,0.0058
1663,32,400,0.006
1664,34,400,0.0058
1665,33,400,0.0047
1666,31,400,0.0034
1667,36,400,0.0031
1668,39,400,0.0027
1669,29,400,0.002
1670,28,400,0.0018
1671,24,400,0.0016
1672,21,400,0.0015
1673,26,400,0.0016
1674,20,400,0.0015
1675,19,400,0.0013
1676,24,400,0.0015
1677,25,400,0.0024
1678,20,400,0.0027
1679,25,400,0.003
1680,23,400,0.0036
1681,18,400,0.0038
1682,21,400,0.0042
1683,30,400,0.0048
1684,27,400,0.005
1685,29,400,0.0055
1686,35,400,0.0058
1687,50,400,0.0059
1688,48,400,0.0061
1689,51,400,0.0055
1690,52,400,0.0047
1691,60,400,0.004
1692,72,400,0.0034
1693,76,400,0.0033
1694,76,400,0.0031
1695,85,400,0.0029
1696,88,400,0.0028
1697,86,400,0.0031
1698,84,400,0.0035
1699,86,400,0.0035
1700,79,400,0.0036
1701,83,400,0.0036
1702,80,400,0.0039
1703,76,400,0.0043
1704,66,400,0.0053
1705,76,400,0.0065
1706,78,400,0.0074
1707,82,400,0.0084
1708,78,400,0.0087
1709,83,400,0.009
1710,89,400,0.0093
1711,87,400,0.0082
1712,91,400,0.0079
1713,81,400,0.0082
1714,82,400,0.0077
1715,85,400,0.0077
1716,92,400,0.0074
1717,98,400,0.0077
1718,86,400,0.007
1719,84,400,0.0065
1720,86,400,0.0067
1721,84,400,0.0067
1722,81,400,0.0067
1723,87,400,0.0067
1724,84,400,0.007
1725,82,400,0.0077
1726,70,400,0.0072
1727,73,400,0.0072
1728,66,400,0.0069
1729,60,400,0.0072
1730,49,400,0.0074
1731,51,400,0.0082
1732,48,400,0.0076
1733,50,400,0.0084
1734,51,400,0.0082
1735,51,400,0.0082
1736,50,400,0.0082
1737,47,400,0.0077
1738,58,400,0.0069
1739,86,400,0.006
1740,90,400,0.0056
1741,89,400,0.0049
1742,94,400,0.0042
1743,92,400,0.0039
1744,81,400,0.0039
1745,68,400,0.0033
1746,52,400,0.0034
1747,48,400,0.0037
1748,39,400,0.0042
1749,37,400,0.0048
1750,28,400,0.005
1751,26,400,0.0053
1752,26,400,0.0053
1753,37,400,0.0064
1754,32,400,0.0066
1755,30,400,0.0073
1756,34,400,0.0089
1757,49,400,0.0095
1758,52,400,0.0092
1759,58,400,0.0098
1760,59,400,0.0089
1761,60,400,0.0076
1762,61,400,0.006
1763,70,400,0.0051
1764,92,400,0.0043
1765,94,400,0.0039
1766,101,400,0.0036
1767,113,400,0.0034
1768,113,400,0.0037
1769,107,400,0.0037
1770,106,400,0.0033
1771,121,400,0.0037
1772,100,400,0.0039
1773,100,400,0.0039
1774,81,400,0.0042
1775,75,400,0.0051
1776,71,400,0.0061
1777,72,400,0.0067
1778,73,400,0.0071
1779,71,400,0.0076
1780,74,400,0.0078
1781,80,400,0.0081
1782,69,400,0.0084
1783,53,400,0.0084
1784,40,400,0.0081
1785,32,400,0.0079
1786,20,400,0.0067
1787,21,400,0.0057
1788,24,400,0.0053
1789,26,400,0.0045
1790,27,400,0.0039
1791,26,400,0.0036
1792,24,400,0.0034
1793,34,400,0.0034
1794,28,400,0.0042
1795,32,400,0.0052
1796,34,400,0.0054
1797,26,400,0.0057
1798,25,400,0.0059
1799,29,400,0.007
1800,29,400,0.0082
1801,22,400,0.0096
1802,26,400,0.0113
1803,22,400,0.0131
1804,23,400,0.0134
1805,32,400,0.0152
1806,28,400,0.0157
1807,30,400,0.0157
1808,31,400,0.0157
1809,38,400,0.0135
1810,42,400,0.0108
1811,49,400,0.0096
1812,46,400,0.0087
1813,49,400,0.008
1814,55,400,0.0075
1815,54,400,0.0068
1816,51,400,0.007
1817,57,400,0.0073
1818,62,400,0.0078
1819,73,400,0.0077
1820,63,400,0.008
1821,70,400,0.0082
1822,69,400,0.0085
1823,69,400,0.0094
1824,54,400,0.0103
1825,54,400,0.0113
1826,48,400,0.0128
1827,46,400,0.0136
1828,41,400,0.0149
1829,41,400,0.0163
1830,43,400,0.0163
1831,35,400,0.0154
1832,34,400,0.0144
1833,37,400,0.0136
1834,42,400,0.0132
1835,33,400,0.0116
1836,34,400,0.0109
1837,24,400,0.0096
1838,20,400,0.009
1839,26,400,0.0082
1840,30,400,0.0077
1841,32,400,0.0085
1842,38,400,0.0082
1843,42,400,0.0087
1844,44,400,0.009
1845,48,400,0.0099
1846,43,400,0.0103
1847,43,400,0.0109
1848,49,400,0.0116
1849,46,400,0.0123
1850,52,400,0.0131
1851,49,400,0.0139
1852,48,400,0.0147
1853,62,400,0.0152
1854,66,400,0.0153
1855,75,400,0.0153
1856,100,400,0.0153
1857,108,400,0.0144
1858,109,400,0.0139
1859,114,400,0.0123
1860,117,400,0.0123
1861,131,400,0.0115
1862,149,400,0.0105
1863,164,400,0.0105
1864,164,400,0.0099
1865,161,400,0.0099
1866,123,400,0.0099
1867,113,400,0.0096
1868,73,400,0.0096
1869,45,400,0.0099
1870,39,400,0.0102
1871,39,400,0.0106
1872,31,400,0.0105
1873,34,400,0.0109
1874,40,400,0.0109
1875,35,400,0.0112
1876,39,400,0.0123
1877,42,400,0.0119
1878,30,400,0.0123
1879,38,400,0.0127
1880,38,400,0.0108
1881,38,400,0.0105
1882,38,400,0.0076
1883,38,400,0.005
1884,38,400,0.004
1885,38,400,0.0033
1886,38,400,0.003
1887,38,400,0.0026
1888,38,400,0.0025
1889,38,400,0.0025
1890,38,400,0.0025
1891,38,400,0.0029
1892,38,400,0.0032
1893,38,400,0.0044
1894,38,400,0.0045
1895,38,400,0.0053
1896,38,400,0.0071
1897,38,400,0.0095
1898,38,400,0.0101
1899,38,400,0.0111
1900,38,400,0.0126
1901,38,400,0.0126
1902,38,400,0.013
1903,50,400,0.0126
1904,50,400,0.0122
1905,50,400,0.0097
1906,50,400,0.008
1907,50,400,0.0062
1908,50,400,0.0049
1909,50,400,0.0043
1910,50,400,0.0043
1911,50,400,0.0038
1912,50,400,0.0037
1913,50,400,0.0044
1914,50,400,0.0047
1915,50,400,0.0055
1916,50,400,0.0059
1917,50,400,0.0063
1918,50,400,0.0068
1919,50,400,0.0072
1920,50,400,0.0082
1921,50,400,0.0096
1922,50,400,0.0102
1923,50,400,0.0105
1924,50,400,0.0105
1925,50,400,0.0101
1926,50,400,0.0108
1927,50,400,0.0105
1928,50,400,0.0105
1929,50,400,0.0099
1930,50,400,0.0087
1931,50,400,0.0081
1932,50,400,0.0074
1933,50,400,0.0072
1934,50,400,0.0069
1935,50,400,0.0063
1936,50,400,0.0063
1937,50,400,0.0074
1938,56,400,0.0076
1939,59,400,0.0076
1940,52,400,0.0076
1941,50,400,0.0076
1942,42,400,0.0082
1943,56,400,0.0084
1944,50,400,0.0084
1945,48,400,0.009
1946,54,400,0.0096
1947,46,400,0.0099
1948,53,400,0.0099
1949,45,400,0.0095
1950,46,400,0.0092
1951,41,400,0.0089
1952,36,400,0.0087
1953,34,400,0.0081
1954,36,400,0.0081
1955,36,400,0.0073
1956,28,400,0.0073
1957,34,400,0.0064
1958,34,400,0.0052
1959,28,400,0.0049
1960,31,400,0.0047
1961,34,400,0.0052
1962,41,400,0.0052
1963,46,400,0.0055
1964,46,400,0.0061
1965,41,400,0.0066
1966,44,400,0.0051
1967,36,400,0.0046
1968,35,400,0.0048
1969,38,400,0.0052
1970,38,400,0.0056
1971,42,400,0.0064
1972,38,400,0.0071
1973,37,400,0.0073
1974,41,400,0.0069
1975,39,400,0.0067
1976,42,400,0.0063
1977,39,400,0.0053
1978,45,400,0.0045
1979,45,400,0.0039
1980,57,400,0.004
1981,51,400,0.0038
1982,43,400,0.0032
1983,37,400,0.0031
1984,38,400,0.003
1985,39,400,0.0033
1986,36,400,0.0034
1987,28,400,0.0033
1988,23,400,0.0037
1989,20,400,0.0036
1990,13,400,0.0037
1991,16,400,0.0042
1992,21,400,0.0048
1993,19,400,0.0053
1994,19,400,0.0055
1995,21,400,0.0057
1996,14,400,0.0067
1997,21,400,0.0072
1998,26,400,0.007
1999,30,400,0.0061
2000,34,400,0.0061
2001,36,400,0.0054
2002,37,400,0.0044
2003,35,400,0.0038
2004,37,400,0.0029
2005,32,400,0.002
2006,27,400,0.0018
2007,29,400,0.0018
2008,28,400,0.002
2009,28,400,0.002
2010,25,400,0.0019
2011,22,400,0.002
2012,24,400,0.0029
2013,20,400,0.0034
2014,18,400,0.0036
2015,19,400,0.0038
2016,25,400,0.0042
2017,26,400,0.0045
2018,25,400,0.006
2019,26,400,0.0069
2020,24,400,0.0069
2021,29,400,0.0082
2022,38,400,0.0088
2023,39,400,0.0094
2024,38,400,0.0097
2025,36,400,0.008
2026,33,400,0.0059
2027,37,400,0.0039
2028,43,400,0.0029
2029,45,400,0.002
2030,54,400,0.0018
2031,58,400,0.0018
2032,51,400,0.0016
2033,60,400,0.0016
2034,50,400,0.0018
2035,41,400,0.0017
2036,29,400,0.0017
2037,23,400,0.0018
2038,29,400,0.0019
2039,36,400,0.0022
2040,33,400,0.0032
2041,38,400,0.0047
2042,37,400,0.0067
2043,36,400,0.0076
2044,43,400,0.0082
2045,45,400,0.0097
2046,62,400,0.0107
2047,64,400,0.0107
2048,63,400,0.0112
2049,59,400,0.0095
2050,52,400,0.0083
2051,42,400,0.0075
2052,48,400,0.0058
2053,46,400,0.0046
2054,53,400,0.0043
2055,53,400,0.0033
2056,52,400,0.0027
2057,58,400,0.0025
2058,61,400,0.0023
2059,57,400,0.0024
2060,62,400,0.003
2061,57,400,0.0034
2062,78,400,0.0033
2063,92,400,0.0042
2064,105,400,0.0047
2065,115,400,0.0057
2066,122,400,0.0077
2067,139,400,0.0094
2068,132,400,0.009
2069,128,400,0.0099
2070,129,400,0.0095
2071,126,400,0.0096
2072,118,400,0.0099
2073,115,400,0.0085
2074,106,400,0.0057
2075,101,400,0.0041
2076,98,400,0.0035
2077,73,400,0.0031
2078,73,400,0.0028
2079,55,400,0.0024
2080,56,400,0.0021
2081,59,400,0.0022
2082,68,400,0.0019
2083,99,400,0.0022
2084,105,400,0.0025
2085,103,400,0.0027
2086,109,400,0.0033
2087,101,400,0.0049
2088,96,400,0.0065
2089,100,400,0.0075
2090,102,400,0.0083
2091,114,400,0.0085
2092,115,400,0.0088
2093,120,400,0.009
2094,123,400,0.0096
2095,116,400,0.01
2096,105,400,0.0097
2097,99,400,0.0078
2098,71,400,0.006
2099,63,400,0.0047
2100,63,400,0.0042
2101,66,400,0.0037
2102,60,400,0.0034
2103,62,400,0.0032
2104,51,400,0.0033
2105,63,400,0.0027
2106,73,400,0.0031
2107,78,400,0.0036
2108,70,400,0.0049
2109,66,400,0.0044
2110,58,400,0.0042
2111,64,400,0.005
2112,63,400,0.006
2113,62,400,0.0072
2114,63,400,0.0092
2115,65,400,0.0111
2116,66,400,0.0121
2117,71,400,0.0121
2118,75,400,0.0118
2119,74,400,0.0107
2120,65,400,0.0108
2121,65,400,0.0092
2122,60,400,0.0084
2123,58,400,0.0074
2124,52,400,0.0077
2125,50,400,0.0077
2126,59,400,0.0078
2127,63,400,0.0078
2128,56,400,0.0073
2129,48,400,0.0066
2130,63,400,0.0067
2131,67,400,0.0073
2132,65,400,0.0081
2133,77,400,0.0089
2134,65,400,0.0095
2135,95,400,0.0115
2136,104,400,0.0123
2137,103,400,0.0134
2138,102,400,0.0138
2139,98,400,0.0138
2140,90,400,0.0143
2141,74,400,0.0143
2142,57,400,0.0147
2143,63,400,0.0152
2144,62,400,0.0152
2145,61,400,0.0149
2146,69,400,0.0135
2147,64,400,0.0127
2148,67,400,0.012
2149,67,400,0.0113
2150,53,400,0.0106
2151,50,400,0.0096
2152,53,400,0.009
2153,53,400,0.0087
2154,55,400,0.0077
2155,64,400,0.0077
2156,65,400,0.0082
2157,55,400,0.0085
2158,59,400,0.0085
2159,66,400,0.0094
2160,41,400,0.01
2161,42,400,0.01
2162,41,400,0.0103
2163,45,400,0.0106
2164,44,400,0.011
2165,49,400,0.0117
2166,41,400,0.012
2167,36,400,0.0124
2168,45,400,0.0132
2169,42,400,0.0136
2170,41,400,0.0128
2171,45,400,0.0113
2172,38,400,0.0096
2173,42,400,0.0075
2174,50,400,0.006
2175,58,400,0.0058
2176,66,400,0.0053
2177,70,400,0.0049
2178,73,400,0.0048
2179,78,400,0.0053
2180,69,400,0.0058
2181,83,400,0.0063
2182,85,400,0.007
2183,85,400,0.0077
2184,86,400,0.0082
2185,96,400,0.0096
2186,80,400,0.0109
2187,85,400,0.0126
2188,88,400,0.0142
2189,91,400,0.0155
2190,86,400,0.0151
2191,85,400,0.0161
2192,101,400,0.0161
2193,107,400,0.0138
2194,101,400,0.0122
2195,102,400,0.0105
2196,98,400,0.009
2197,75,400,0.0088
2198,68,400,0.0085
2199,71,400,0.0085
2200,72,400,0.01
2201,75,400,0.0103
2202,81,400,0.0106
2203,87,400,0.0106
2204,95,400,0.0113
2205,86,400,0.0113
2206,72,400,0.0113
2207,62,400,0.012
2208,63,400,0.0132
2209,59,400,0.0144
2210,56,400,0.0157
2211,56,400,0.0157
2212,53,400,0.0153
2213,56,400,0.0153
2214,55,400,0.0154
2215,48,400,0.0149
2216,50,400,0.0145
2217,46,400,0.014
2218,42,400,0.0136
2219,47,400,0.0136
2220,49,400,0.0132
2221,47,400,0.0132
2222,56,400,0.0124
2223,58,400,0.0124
2224,52,400,0.0128
2225,65,400,0.0124
2226,59,400,0.0128
2227,59,400,0.0124
2228,60,400,0.012
2229,66,400,0.012
2230,60,400,0.012
2231,60,400,0.0128
2232,63,400,0.0128
2233,75,400,0.0128
2234,76,400,0.0116
2235,81,400,0.0112
2236,103,400,0.0111
2237,83,400,0.0108
2238,72,400,0.0105
2239,74,400,0.0095
2240,58,400,0.0099
2241,65,400,0.0095
2242,64,400,0.0084
2243,84,400,0.0074
2244,82,400,0.0065
2245,60,400,0.0055
2246,40,400,0.0054
2247,51,400,0.0047
2248,53,400,0.0046
2249,31,400,0.0044
2250,30,400,0.0043
2251,27,400,0.0044
2252,27,400,0.005
2253,26,400,0.0051
2254,33,400,0.0046
2255,53,400,0.0049
2256,41,400,0.006
2257,36,400,0.0073
2258,29,400,0.0073
2259,28,400,0.0077
2260,26,400,0.0084
2261,21,400,0.0092
2262,25,400,0.0095
2263,25,400,0.0089
2264,24,400,0.0092
2265,26,400,0.009
2266,27,400,0.0083
2267,23,400,0.0075
2268,29,400,0.0071
2269,33,400,0.0071
2270,40,400,0.0069
2271,38,400,0.0063
2272,36,400,0.0061
2273,27,400,0.0055
2274,28,400,0.0059
2275,24,400,0.0061
2276,23,400,0.0067
2277,18,400,0.0081
2278,20,400,0.0087
2279,17,400,0.009
2280,21,400,0.0092
2281,22,400,0.0102
2282,23,400,0.0105
2283,15,400,0.0115
2284,20,400,0.0123
2285,26,400,0.0127
2286,17,400,0.0144
2287,24,400,0.0144
2288,26,400,0.0144
2289,27,400,0.0136
2290,29,400,0.0128
2291,27,400,0.012
2292,30,400,0.0117
2293,31,400,0.0113
2294,29,400,0.0113
2295,23,400,0.0106
2296,30,400,0.011
2297,27,400,0.0106
2298,28,400,0.011
2299,34,400,0.0113
2300,41,400,0.0113
2301,39,400,0.0113
2302,47,400,0.011
2303,45,400,0.0113
2304,44,400,0.0128
2305,43,400,0.0128
2306,40,400,0.0117
2307,35,400,0.0132
2308,41,400,0.0131
2309,41,400,0.0144
2310,21,400,0.0144
2311,19,400,0.0148
2312,24,400,0.0144
2313,20,400,0.0154
2314,18,400,0.0144
2315,26,400,0.0135
2316,25,400,0.0135
2317,22,400,0.0135
2318,24,400,0.0123
2319,37,400,0.0115
2320,41,400,0.0118
2321,30,400,0.0115
2322,33,400,0.0099
2323,40,400,0.009
2324,50,400,0.009
2325,50,400,0.0096
2326,49,400,0.01
2327,55,400,0.0094
2328,56,400,0.0094
2329,52,400,0.0096
2330,34,400,0.0099
2331,29,400,0.0103
2332,24,400,0.0113
2333,31,400,0.0116
2334,29,400,0.0124
2335,37,400,0.0128
2336,50,400,0.0135
2337,59,400,0.0136
2338,59,400,0.0116
2339,64,400,0.0096
2340,72,400,0.0077
2341,79,400,0.0072
2342,74,400,0.007
2343,78,400,0.0066
2344,85,400,0.006
2345,89,400,0.0064
2346,93,400,0.0076
2347,89,400,0.008
2348,86,400,0.0074
2349,87,400,0.0077
2350,89,400,0.0082
2351,72,400,0.0087
2352,77,400,0.0099
2353,75,400,0.013
2354,86,400,0.0142
2355,72,400,0.0145
2356,74,400,0.0154
2357,67,400,0.0164
2358,65,400,0.0164
2359,72,400,0.0168
2360,63,400,0.016
2361,41,400,0.0133
2362,49,400,0.0122
2363,24,400,0.0105
2364,32,400,0.0093
2365,25,400,0.0079
2366,19,400,0.007
2367,21,400,0.0066
2368,25,400,0.0064
2369,21,400,0.0062
2370,26,400,0.007
2371,29,400,0.0077
2372,38,400,0.0082
2373,32,400,0.0082
2374,28,400,0.0082
2375,35,400,0.0093
2376,37,400,0.0102
2377,31,400,0.0118
2378,28,400,0.0133
2379,23,400,0.0154
2380,30,400,0.0169
2381,26,400,0.0181
2382,29,400,0.0181
2383,31,400,0.0186
2384,28,400,0.0187
2385,31,400,0.0155
2386,29,400,0.013
2387,44,400,0.0112
2388,44,400,0.0093
2389,46,400,0.0085
2390,55,400,0.0074
2391,63,400,0.0068
2392,59,400,0.007
2393,70,400,0.0065
2394,72,400,0.0065
2395,72,400,0.0059
2396,86,400,0.0067
2397,71,400,0.0072
2398,53,400,0.0084
2399,51,400,0.0095
2400,51,400,0.0111
2401,52,400,0.0113
2402,59,400,0.0127
2403,58,400,0.0135
2404,62,400,0.0149
2405,60,400,0.0164
